501  177.510094   43.205486
502  142.086597   18.291113
503  243.707224   36.051886
504  253.429512   48.733667
505  243.441495   13.945421
506  214.451957   121.961929
507  203.224066   119.855570
508  255.425683   16.138436
509  131.722937   27.677343
510  148.171011   108.408307
511  242.126572   54.033602
512  136.550427   76.605621
513  151.090140   77.282722
514  158.907765   93.064617
515  248.524775   17.309681
516  170.161351   42.034869
517  188.515167   56.247948
518  188.325982   48.222391
519  220.299834   57.755494
520  224.956058   79.741329
521  199.700915   55.408015
522  201.703258   18.924981
523  175.263585   73.128941
524  163.063416   50.986523
525  228.806284   55.234427
526  159.394829   86.932856
527  237.268029   39.945256
528  163.538476   4.358170
529  245.227979   66.446241
530  225.422787   109.752753
531  211.755922   11.584138
532  151.787623   16.271089
533  195.832086   84.113605
534  192.493480   32.131920
535  141.869099   33.449539
536  239.873248   85.570014
537  232.494994   8.121139
538  130.705446   11.558410
539  187.107662   103.511730
540  194.792838   90.502491
541  130.447747   97.983062
542  180.419036   119.675726
543  164.429303   21.841823
544  229.428479   120.185225
545  161.425960   125.216102
546  136.456314   101.258046
547  209.329707   72.949794
548  234.399332   117.263214
549  180.768819   67.256886
550  174.839719   29.263813
551  203.378025   49.545165
552  168.822224   6.485686
553  153.056895   107.615061
554  224.988177   87.501481
555  155.675928   99.435924
556  185.484542   80.094964
557  219.111650   93.913845
558  229.936787   64.540129
559  214.099070   7.362747
560  189.756231   94.555384
561  236.620794   15.085938
562  167.505177   114.010760
563  231.273973   35.053562
564  213.161396   22.113693
565  199.658858   105.139599
566  167.025107   96.715753
567  184.217234   112.430589
568  192.525553   70.560858
569  207.615621   38.462340
570  135.100987   37.714690
571  211.943156   43.775251
572  140.456641   66.227900
573  189.679761   115.730614
574  229.281462   18.841156
575  179.380577   81.503165
576  142.738437   90.405684
577  178.218918   99.493098
578  211.923686   77.868176
579  220.137927   20.449239
580  148.429034   43.753548
581  186.911579   27.530021
582  209.468238   104.736667
583  131.182548   52.330396
584  131.369803   91.839758
585  129.438596   5.415058
586  222.717274   16.177033
587  251.372343   71.593817
588  220.043056   36.536918
589  131.263818   22.954635
590  255.691301   32.454180
591  146.513038   75.342873
592  235.177256   21.882840
593  167.182631   61.211736
594  163.096950   40.621227
595  194.626794   1.814223
596  184.798260   34.447535
597  228.687244   14.122758
598  244.062207   116.795128
599  229.633028   80.105263
600  231.059898   89.398986
601  249.853166   104.099269
602  148.083201   124.138086
603  153.980615   127.260456
604  146.020926   65.163246
605  233.784473   127.098987
606  161.546522   73.682514
607  207.051123   6.233766
608  215.805272   67.113330
609  251.028894   61.438300
610  147.218593   20.360941
611  166.335146   122.278490
612  237.759927   99.964048
613  225.029689   103.613093
614  204.063317   74.654737
615  182.250836   96.146518
616  198.792823   80.231451
617  145.394697   27.879167
618  141.931625   123.179170
619  154.978154   68.863724
620  157.761903   60.524676
621  142.546239   108.813026
622  194.758442   102.351511
623  175.926356   61.787336
624  163.789811   67.144949
625  189.423439   63.908204
626  233.107866   93.772133
627  218.298840   47.900688
628  136.714438   63.398281
629  219.509787   88.339354
630  173.087811   106.056026
631  197.152379   111.846253
632  208.407537   117.078735
633  173.633589   116.197348
634  184.223684   127.781865
635  191.690069   108.411311
636  148.100251   103.211366
637  196.983499   64.862473
638  250.568287   53.823243
639  204.469306   108.962816
640  192.716404   39.979092
641  146.035118   10.454549
642  221.650467   98.442655
643  255.533284   11.284056
644  214.640003   55.756968
645  129.373619   65.504343
646  161.644508   28.323304
647  243.521281   110.113813
648  137.286120   52.237685
649  217.042839   127.692367
650  138.976423   97.210682
651  246.172990   61.737183
652  223.483861   61.953986
653  137.716546   8.283587
654  245.144833   2.325181
655  153.471160   0.121256
656  227.535862   41.804252
657  150.163600   89.708852
658  153.931956   23.076443
659  131.847389   83.465528
660  176.340351   87.257955
661  204.710420   26.846508
662  157.171689   114.558746
663  218.416403   3.904433
664  207.102042   43.671865
665  221.936538   115.372491
666  250.108607   119.868494
667  203.334022   58.789285
668  213.213951   110.426029
669  210.981834   33.924371
670  137.272537   44.069420
671  158.628167   37.756132
672  253.896239   1.568180
673  190.895597   76.998281
674  185.007332   18.101783
675  159.085331   22.943870
676  200.572415   29.694327
677  142.288256   81.844952
678  201.763747   114.067880
679  151.824011   31.440955
680  161.009135   98.278676
681  154.648262   118.985746
682  196.771618   122.758235
683  193.593901   23.928254
684  231.629710   69.243278
685  146.433688   0.266400
686  185.554394   42.886250
687  197.702084   35.765351
688  255.068916   21.972061
689  188.443870   88.387793
690  187.749033   10.203966
691  163.566960   78.182721
692  249.068972   44.718525
693  221.882314   69.187774
694  232.953125   76.295856
695  165.967605   84.866405
696  173.254198   78.682370
697  144.416810   95.559600
698  198.727285   9.485781
699  162.678298   109.539627
700  194.609707   53.105164
701  186.749173   73.826504
702  159.564479   15.838407
703  179.432434   47.981289
704  239.398007   122.159719
705  188.888151   5.536369
706  243.279670   8.809173
707  255.788267   53.889377
708  240.340861   62.960810
709  185.120529   60.976833
710  134.101216   70.385581
711  174.080942   11.453618
712  159.830957   45.869209
713  199.598731   42.975542
714  146.929148   82.583094
715  185.479041   92.231452
716  194.043961   7.042978
717  168.499618   34.496925
718  242.922326   102.959014
719  246.464058   82.152652
720  255.915558   66.945936
721  228.988167   99.702301
722  203.324354   86.956243
723  136.794821   17.825354
724  210.625225   67.269013
725  238.684031   73.089284
726  129.444295   33.564251
727  206.465641   127.220536
728  170.938571   17.379461
729  149.939043   118.262925
730  252.523148   7.238732
731  146.307734   5.317969
732  174.022243   94.008647
733  179.870144   28.320492
734  254.615919   124.424944
735  233.147686   29.434940
736  197.995358   96.505516
737  254.730187   106.178834
738  212.782732   93.001514
739  209.560902   28.073557
740  171.340546   84.804293
741  132.963803   59.948068
742  228.247410   126.455296
743  178.241218   37.270875
744  250.406833   113.626557
745  195.953297   75.967734
746  180.959152   90.577952
747  152.003240   38.748266
748  202.468713   37.703353
749  142.130941   40.051903
